,직종코드,Unnamed: 1,Unnamed: 2,Unnamed: 3
0,,,,
1,카테고리 ID,1 depth,2 depth,3_depth
2,01,경영·사무·금융·보험, , 
3,011, ,행정·경영·금융·보험 관리직, 
4,011100, , ,의회의원·고위공무원 및 공공단체임원
5,011200, , ,기업 고위임원
6,012100, , ,정부행정 관리자
7,012200, , ,경영지원 관리자
8,012201, , ,경영기획 부서장
9,012202, , ,인사·노무·교육·총무·감사 부서장
10,012203, , ,자재·구매 부서장
11,012204, , ,재무·회계·경리 부서장
12,012205, , ,기타 경영지원 서비스 관리자
13,012300, , ,마케팅·광고·홍보 관리자(부서장)
14,012400, , ,금융·보험 관리자(부서장)
15,012, ,교육·법률·복지·의료·예술·방송·정보통신 등 전문서비스 관리직, 
16,013100, , ,연구 관리자
17,013200, , ,교육 관리자(부서장)
18,013300, , ,법률·경찰·소방·교도 관리자
19,013400, , ,보건·의료 관리자(부서장)
20,013500, , ,사회복지 관리자(부서장)
21,013600, , ,예술·디자인·방송 관리자(부서장)
22,013700, , ,정보통신 관리자(부서장)
23,013900, , ,부동산·조사·인력알선 및 기타 전문서비스 관리자
24,013901, , ,부동산·임대업 관리자
25,013902, , ,아파트 관리소장
26,013903, , ,빌딩 관리소장
27,013904, , ,"조사, 인력공급·알선 및 기타 전문서비스 관리자(부서장)"
28,014100, , ,미용·여행·숙박·스포츠 관리자
29,013, ,미용·여행·숙박·음식 등 개인서비스 및 영업·판매·운송 관리직, 
30,014101, , ,미용·여행·숙박 관리자
31,014102, , ,스포츠 관리자
32,014200, , ,음식서비스 관리자
33,014300, , ,경비·청소 관리자
34,014301, , ,경비 관리자
35,014302, , ,환경·청소 관리자
36,015100, , ,영업·판매 관리자
37,015101, , ,영업 관리자(영업소장·지점장)
38,015102, , ,판매 관리자(소규모 판매점장 제외)
39,015200, , ,운송 관리자(부서장)
40,015900, , ,각종 단체 및 기타 고객서비스 관리자
41,014, ,건설·채굴·제조·생산 관리직, 
42,016100, , ,건설·채굴 관리자(부서장)
43,016200, , ,전기·가스·수도 관리자(부서장)
44,016300, , ,제조·생산 관리자
45,016301, , ,기계·금속·비금속 제조 관리자(공장장)
46,016302, , ,화학 제조 관리자(공장장)
47,016303, , ,섬유·의류 제조 관리자(공장장)
48,016304, , ,전기·전자 제조 관리자(공장장)
49,016305, , ,식품가공 제조 관리자(공장장)
50,016306, , ,기타 제품 제조 관리자(공장장)
51,016900, , ,기타 건설·전기 및 제조 관리자
52,016901, , ,수리·정비 관리자(부서장)
53,016902, , ,농림어업 및 기타 생산 관리자
54,015, ,행정·경영·회계·광고·상품기획 전문가, 
55,021000, , ,정부·공공행정 전문가
56,022100, , ,경영 컨설턴트(M&A·창업·인증심사·FTA)
57,022201, , ,인사·노무 전문가
58,022202, , ,HRD·교육·훈련 전문가
59,023100, , ,회계사
60,023200, , ,세무사
61,023301, , ,관세사
62,023302, , ,FTA 원산지관리사
63,023400, , ,감정 전문가
64,023401, , ,감정평가사
65,023402, , ,감정사(문화재·보석·문서·음식료품 및 조향사)
66,024101, , ,광고·홍보 전문가
67,024102, , ,마케팅 전문가
68,024200, , ,조사 전문가
69,024301, , ,상품 기획자
70,024302, , ,머천다이저(MD)
71,024400, , ,행사 기획자
72,024401, , ,행사·이벤트 기획자
73,024402, , ,전시·회의 기획자
74,231400, , ,직업상담사
75,016, ,정부·공공행정 사무, 
76,025100, , ,조세행정 사무원
77,025200, , ,관세행정 사무원
78,025300, , ,병무행정 사무원
79,025401, , ,국가·지방행정 사무원
80,025402, , ,군무원
81,025500, , ,공공행정 사무원
82,026100, , ,기획·마케팅 사무원
83,017, ,경영지원 사무, 
84,026101, , ,경영 기획 사무원
85,026102, , ,마케팅·광고·홍보·상품기획 사무원
86,026103, , ,영업 기획·관리·지원 사무원
87,026104, , ,분양·임대 사무원
88,026200, , ,인사·교육·훈련 사무원
89,026201, , ,인사 사무원
90,026202, , ,노무 사무원
91,026203, , ,교육·훈련 사무원
92,026300, , ,총무 사무원 및 대학 행정조교
93,026301, , ,총무 및 일반 사무원
94,026302, , ,병원행정 사무원(원무)
95,026303, , ,학교행정 사무원(교무)
96,026304, , ,대학 행정조교
97,026305, , ,협회·회원단체 사무원
98,026306, , ,기숙사사감 및 독서실·고시원 총무
99,026400, , ,감사 사무원
100,215200, , ,대학 교육 조교(TA) 및 연구 조교(RA)
101,222000, , ,법률 사무원
102,018, ,회계·경리 사무, 
103,027100, , ,회계 사무원
104,027101, , ,재무 사무원
105,027102, , ,회계 사무원(회계·세무 사무소)
106,027103, , ,회계 사무원(일반 사업체)
107,027200, , ,경리 사무원
108,027201, , ,경리 사무원(무역)
109,027202, , ,경리 사무원(운수)
110,027203, , ,경리 사무원(건설)
111,027204, , ,경리 사무원(제조)
112,027205, , ,경리 사무원(회계·세무 사무소)
113,027206, , ,경리 사무원(일반사업체)
114,027207, , ,경리 사무원(아파트·빌딩)
115,027208, , ,단순 경리 사무원
116,019, ,무역·운송·자재·구매·생산·품질 사무, 
117,028100, , ,무역 사무원
118,028101, , ,무역 사무원(영어)
119,028102, , ,무역 사무원(중국어)
120,028103, , ,무역 사무원(일본어)
121,028104, , ,무역 사무원(기타 언어)
122,028105, , ,관세 사무원
123,028106, , ,FTA 관리 사무원
124,028200, , ,운송 사무원
125,028201, , ,도로 운송 사무원(배차사무 포함)
126,028202, , ,철도·지하철 운송 사무원
127,028203, , ,항공 운송 사무원
128,028204, , ,수상 운송 사무원(해상 운송)
129,028300, , ,자재·구매·물류 사무원
130,028301, , ,자재·구매 사무원(건설)
131,028302, , ,자재·구매 사무원(기계·자동차·금속)
132,028303, , ,자재·구매 사무원(화학·섬유·의류)
133,028304, , ,자재·구매 사무원(전기·전자·컴퓨터)
134,028305, , ,자재·구매 사무원(음식료품)
135,028306, , ,자재·구매 사무원(일반 사업체)
136,028307, , ,창고 관리원(자재 검수원 포함)
137,028308, , ,물류 사무원(물류 관리사)
138,028400, , ,생산·품질 사무원
139,028401, , ,생산·품질 사무원 및 관리원(건설)
140,028402, , ,생산·품질 사무원 및 관리원(기계·자동차·금속)
141,028403, , ,생산·품질 사무원 및 관리원(화학·섬유·의료)
142,028404, , ,생산·품질 사무원 및 관리원(전기·전자·컴퓨터)
143,028405, , ,생산·품질 사무원 및 관리원(음식료품)
144,028406, , ,생산·품질 사무원 및 관리원(그 외 분야)
145,01A, ,안내·접수·고객상담 사무, 
146,029100, , ,안내·접수원 및 전화교환원
147,029101, , ,"일반 예약·접수 사무원(AS,고장,가입 및 호텔,콘도 등 제외)"
148,029102, , ,예약·접수 사무원(A/S·고장·가입·신규발급·이전)
149,029103, , ,호텔·콘도·숙박시설 프론트 사무원
150,029104, , ,데스크 안내원
151,029105, , ,방송 안내원
152,029200, , ,고객 상담원 및 모니터 요원
153,029201, , ,콜센터 매니저
154,029202, , ,콜센터 상담원(콜센터·고객센터·CS센터)
155,029203, , ,고객 상담원(학원·학습지·유학·이민)
156,029204, , ,고객 상담원(금융·보험·부동산)
157,029205, , ,고객 상담원(스포츠·예식·항공·여행·숙박·오락)
158,029206, , ,고객 상담원(홈 및 인터넷쇼핑몰·택배·운송)
159,029207, , ,고객 상담원(백화점·마트)
160,029208, , ,고객 상담원(인터넷·통신)
161,029209, , ,고객 상담원(A/S·고장·제품사용)
162,029210, , ,병원 코디네이터
163,029211, , ,모니터 요원
164,01B, ,통계·비서·사무보조·기타 사무, 
165,029301, , ,통계 사무원
166,029302, , ,통계·설문 조사원(슈퍼바이저 포함)
167,029400, , ,비서
168,029500, , ,전산자료 입력원 및 사무 보조원
169,029501, , ,전산자료 입력원(DB·단순자료)
170,029502, , ,전산자료 입력원(약국·판매·대리점)
171,029503, , ,홈페이지 자료관리원(정보검색 포함)
172,029504, , ,HTML 코더
173,029505, , ,사무 보조원(공공기관)
174,029506, , ,사무 보조원(일반사업체)
175,029900, , ,기타 사무원
176,029901, , ,도서 정리원
177,029902, , ,출판·자료 편집 사무원
178,029903, , ,속기사
179,029904, , ,행정사·문서대행자
180,029905, , ,취업 알선원(직업소개소)
181,029906, , ,부동산 중개 보조 사무원
182,134301, , ,정보시스템 운영자
183,231400, , ,직업상담사
184,613000, , ,텔레마케터
185,01C, ,금융·보험 전문가, 
186,031100, , ,투자·신용 분석가(애널리스트)
187,031200, , ,자산 운용가(펀드매니저)
188,031300, , ,보험·금융상품 개발자
189,031400, , ,증권·외환 딜러
190,031500, , ,손해사정사
191,031900, , ,"금융 컨설턴트, PB 등 기타 금융·보험 전문가"
192,01D, ,금융·보험 사무 및 영업, 
193,032100, , ,은행 사무원(출납창구 제외)
194,032200, , ,증권 사무원(출납창구 제외)
195,032300, , ,보험 심사원 및 사무원
196,032400, , ,출납창구 사무원
197,032401, , ,출납창구 사무원(은행·농협·수협·축협)
198,032402, , ,출납창구 사무원(우체국·새마을금고)
199,032403, , ,출납창구 사무원(증권 및 기타 금융기관)
200,032500, , ,수금원 및 신용 추심원
201,032501, , ,수금원
202,032502, , ,신용 추심원(채권 관리원)
203,032503, , ,연체 안내원(체납 고지원)
204,032900, , ,"카드사·신협·새마을금고·할부사, 우체국(금융부문) 등 기타 사무원"
205,033100, , ,대출·신용카드 모집인
206,033200, , ,보험 모집인 및 투자 권유 대행인
207,033201, , ,보험 대리인 및 중개인
208,033203, , ,투자 권유 대행인
209,02,연구 및 공학기술, , 
210,021, ,인문·사회·자연·생명과학 연구 및 시험, 
211,110100, , ,인문과학 연구원
212,110200, , ,사회과학 연구원
213,121100, , ,자연과학 연구원
214,121200, , ,자연과학 시험원
215,122101, , ,생명과학 연구원
216,122102, , ,농어업 연구원 및 기술자
217,122103, , ,임업 및 산림 연구원 및 기술자
218,122200, , ,생명과학 시험원
219,122300, , ,농림어업 시험원
220,215200, , ,대학 교육 조교(TA) 및 연구 조교(RA)
221,022, ,컴퓨터하드웨어·통신공학, 
222,131100, , ,컴퓨터 하드웨어 기술자 및 연구원
223,131200, , ,통신공학 기술자 및 연구원
224,131201, , ,통신기기·장비 개발자 및 연구원
225,131202, , ,통신기술 개발자 및 통신망 운영 기술자
226,131203, , ,통신공사 감리 기술자
227,132000, , ,컴퓨터시스템 전문가
228,023, ,컴퓨터시스템, 
229,132001, , ,IT 컨설턴트
230,132002, , ,컴퓨터시스템 설계 및 분석가
231,132003, , ,IT 감리 전문가(시스템 감리)
232,024, ,소프트웨어, 
233,133100, , ,시스템 소프트웨어 개발자
234,133101, , ,시스템 소프트웨어 개발자(프로그래머)
235,133102, , ,펌웨어 및 임베디드 소프트웨어 프로그래머
236,133200, , ,응용 소프트웨어 개발자
237,133201, , ,JAVA 프로그래밍 언어 전문가
238,133202, , ,C언어 및 그 외 프로그래밍 언어 전문가
239,133203, , ,"범용 응용 소프트웨어 프로그래머(ERP,정보처리,재무관리 등)"
240,133204, , ,"산업특화 응용 소프트웨어 프로그래머(국방,항공,교통,에너지,금융,자동차 등)"
241,133205, , ,네트워크 프로그래머
242,133206, , ,게임 프로그래머
243,133207, , ,모바일 애플리케이션 프로그래머(앱·어플 개발)
244,133300, , ,웹 개발자
245,133301, , ,웹 개발자(웹 엔지니어·웹 프로그래머)
246,133302, , ,웹 기획자
247,133900, , ,IT 테스터 및 IT QA 전문가
248,025, ,데이터·네트워크 및 시스템 운영, 
249,134100, , ,데이터 전문가
250,134101, , ,데이터 설계 및 프로그래머
251,134102, , ,데이터 분석가(빅데이터 분석가)
252,134103, , ,데이터베이스 운영·관리자
253,134200, , ,네트워크 시스템 개발자
254,134301, , ,정보시스템 운영자
255,134302, , ,네트워크 관리자(클라우딩컴퓨터운영관리자)
256,134303, , ,IT 기술지원 전문가
257,134400, , ,웹 운영자(홈페이지 관리자)
258,134900, , ,디지털 포렌식 전문가 및 기타 데이터·네트워크 전문가
259,026, ,정보 보안 및 통신·방송 송출, 
260,135000, , ,정보보안 전문가
261,135001, , ,정보보호 전문가
262,135002, , ,침해사고 대응 전문가
263,136000, , ,통신·방송송출 장비 기사
264,027, ,건설·채굴 연구 및 공학기술, 
265,140100, , ,건축가(건축설계 포함)
266,140200, , ,건축공학 기술자
267,140201, , ,건축 현장소장
268,140202, , ,건축구조 기술자
269,140203, , ,"건축시공 기술자(건축견적, 공무포함)"
270,140204, , ,건축설비 기술자
271,140205, , ,건축감리 기술자
272,140206, , ,건축안전·환경·품질·에너지관리 기술자
273,140300, , ,토목공학 기술자
274,140301, , ,토목 현장소장
275,140302, , ,토목구조 설계 기술자
276,140303, , ,"토목시공 기술자(토목견적, 공무포함)"
277,140304, , ,토목감리 기술자
278,140305, , ,토목안전·환경·품질 기술자
279,140400, , ,조경 기술자
280,140500, , ,도시·교통 전문가
281,140501, , ,도시 계획·설계가
282,140502, , ,교통 계획·설계·안전·영향평가 전문가
283,140600, , ,측량·지리정보 전문가
284,140601, , ,측량사
285,140602, , ,지도제작 및 지리정보시스템 전문가
286,140700, , ,건설자재 시험원
287,028, ,기계·로봇·금속·재료 연구 및 공학기술, 
288,151100, , ,기계공학 기술자 및 연구원
289,151101, , ,산업기계공학 기술자 및 연구원
290,151102, , ,건설기계공학 기술자 및 연구원
291,151103, , ,금형공학 기술자 및 연구원
292,151104, , ,플랜트공학 기술자 및 연구원
293,151105, , ,냉난방·공조공학 기술자 및 연구원
294,151106, , ,조선·해양공학 기술자 및 연구원
295,151107, , ,항공기·철도차량 공학 기술자 및 연구원
296,151108, , ,자동차공학 기술자 및 연구원
297,151109, , ,기타 기계공학 기술자 및 연구원
298,151110, , ,기계감리 기술자
299,151200, , ,로봇공학 기술자 및 연구원
300,151300, , ,기계·로봇공학 시험원
301,152100, , ,금속·재료공학 기술자 및 연구원
302,152200, , ,금속·재료공학 시험원
303,029, ,전기·전자 연구 및 공학기술, 
304,153100, , ,전기공학 기술자 및 연구원
305,153101, , ,전기기기·제품 개발 기술자 및 연구원
306,153102, , ,"전기계측 제어 기술자(전기패널, 계장, 공정자동화전기 등)"
307,153103, , ,발전설비 기술자
308,153104, , ,송·배전설비 기술자
309,153105, , ,"전기공사 기술자(전기견적, 공무포함)"
310,153106, , ,전기감리 기술자
311,153107, , ,전기안전 기술자
312,153200, , ,전자공학 기술자 및 연구원
313,153201, , ,전자부품 개발 기술자 및 연구원
314,153202, , ,산업용 전자제품 개발 기술자 및 연구원
315,153203, , ,가전제품 개발 기술자 및 연구원
316,153204, , ,전자의료기기 개발 기술자 및 연구원
317,153205, , ,반도체공학 기술자 및 연구원
318,153206, , ,전자제어계측 기술자 및 연구원
319,153300, , ,전기·전자공학 시험원
320,02A, ,화학·에너지·환경 연구 및 공학기술, 
321,154100, , ,화학공학 기술자 및 연구원
322,154101, , ,석유화학 기술자 및 연구원
323,154102, , ,고무·플라스틱 기술자 및 연구원
324,154103, , ,도료제품 기술자 및 연구원
325,154104, , ,화장품·비누제품 기술자 및 연구원
326,154105, , ,"의약품, 농약, 비료 등 기타 석유화학 기술자 및 연구원"
327,154200, , ,화학공학 시험원
328,155100, , ,가스·에너지공학 기술자 및 연구원
329,155101, , ,가스 기술자 및 연구원
330,155102, , ,"에너지공학 기술자 및 연구원(에너지, 탐사, 시추)"
331,155200, , ,가스·에너지 시험원
332,155300, , ,환경공학 기술자 및 연구원
333,155301, , ,대기 환경 기술자 및 연구원
334,155302, , ,수질 환경 기술자 및 연구원
335,155303, , ,폐기물처리 기술자 및 연구원
336,155304, , ,환경영향 평가원
337,155305, , ,"소음진동, 토양 등 기타 환경 기술자 및 연구원"
338,155400, , ,환경공학 시험원
339,155500, , ,보건위생·환경 검사원
340,02B, ,섬유·식품·소방·방재·산업안전 연구 및 공학기술, 
341,156100, , ,섬유공학 기술자 및 연구원
342,156200, , ,섬유공학 시험원(섬유·염료)
343,157100, , ,식품공학 기술자 및 연구원
344,157200, , ,식품공학 시험원
345,158100, , ,방재 기술자 및 연구원
346,158200, , ,소방공학 기술자 및 연구원
347,158201, , ,소방설계 기술자
348,158202, , ,소방시설·설비 시공 기술자
349,158203, , ,소방공사 감리 기술자
350,158300, , ,소방공학 시험원
351,158400, , ,산업 안전원 및 위험물 관리원
352,158500, , ,비파괴 검사원
353,02C, ,제도사(3D프린팅포함) 및 기타 인쇄·목재 등 공학기술, 
354,159100, , ,제도사
355,159101, , ,건축 제도사(캐드원)
356,159102, , ,토목 제도사(캐드원)
357,159103, , ,기계·금속 제도사(캐드원)
358,159104, , ,전기·전자 장비 제도사(캐드원)
359,159105, , ,3D 프린팅 제도사
360,159106, , ,기타 제도사(캐드원)
361,159900, , ,기타 인쇄·목재 등 공학 기술자 및 시험원
362,03,교육·법률·사회복지·경찰·소방 및 군인, , 
363,031, ,"대학교수, 학교 및 유치원 교사", 
364,211100, , ,대학 교수
365,211200, , ,"대학 시간강사(초빙,겸임,BK,강의전담 교수 등 비전임교원 포함)"
366,212100, , ,중·고등학교 교사
367,212101, , ,국어 교사
368,212102, , ,수학 교사
369,212103, , ,사회 교사
370,212104, , ,과학 교사
371,212105, , ,예체능 교사
372,212106, , ,실업 교사
373,212107, , ,외국어 교사
374,212108, , ,진로·교양·기타 교사
375,212109, , ,기타 중·고등학교 교사
376,212200, , ,초등학교 교사
377,212300, , ,특수교육 교사
378,212900, , ,기타 교사
379,213000, , ,유치원 교사
380,232100, , ,보육 교사
381,032, ,문리·어학 강사, 
382,214100, , ,문리·어학 강사
383,214101, , ,국어 강사
384,214102, , ,수학 강사
385,214103, , ,사회 강사
386,214104, , ,과학 강사
387,214105, , ,성인고시·입사시험 학원 강사
388,214106, , ,영어 강사
389,214107, , ,중국어 강사
390,214108, , ,일본어 강사
391,214109, , ,한국어 강사(다문화 언어지도사 포함)
392,214110, , ,그 외 외국어 강사
393,214111, , ,독서·논술 강사
394,214113, , ,그 외 문리·어학 강사
395,033, ,컴퓨터·기술·기능계 강사, 
396,214200, , ,컴퓨터 강사
397,214201, , ,"컴퓨터 기초 강사(OA, 워드, 엑셀, 컴퓨터활용능력 등)"
398,214202, , ,프로그래밍·웹·웹디자인·DB 강사
399,214301, , ,"간호조무사, 간병, 관광안내 강사"
400,214302, , ,디자인·캐드 강사
401,214303, , ,이미용·예식 강사
402,214304, , ,요리 강사
403,214305, , ,자동차운전강사
404,214306, , ,건설토목강사
405,214307, , ,기계·금속·전기·전자 강사
406,214308, , ,기타 기술·기능 강사
407,034, ,예능·학습지·기타 강사, 
408,214400, , ,예능 강사
409,214401, , ,미술 강사
410,214402, , ,음악 강사
411,214403, , ,무용 강사
412,214404, , ,기타 예능 강사(바둑·웅변·연기·꽃꽂이·종이접기 등)
413,214900, , ,"교육연수기관 및 기업체내 강사(리더십, 서비스마인드 등)"
414,420401, , ,태권도·검도·합기도 등 무술사범
415,420402, , ,수영·골프·테니스·배드민턴·탁구 등 스포츠 강사
416,035, ,장학관·교육조교(RA포함) 및 교사·보육 보조, 
417,215100, , ,장학관·연구관 및 교육 전문가
418,215101, , ,장학관·연구관·입학사정관
419,215102, , ,교재·교구 및 e-learning 교육 전문가
420,215200, , ,대학 교육 조교(TA) 및 연구 조교(RA)
421,215300, , ,교사보조 및 보육보조 서비스 종사원
422,215301, , ,교사 보조원
423,215302, , ,보육시설 서비스 종사원
424,036, ,법률 전문가 및 법률 사무, 
425,221100, , ,판사 및 검사
426,221200, , ,변호사
427,221300, , ,법무사 및 집행관
428,221400, , ,변리사
429,221900, , ,외국 변호사 등 기타 법률 전문가
430,222000, , ,법률 사무원
431,222001, , ,"법률 사무원(법원, 로펌, 법무사무소 등)"
